"","start_date","end_data","status","ip_address","progress","duration_secs","finished","recorded_date","location_lat","location_long","distribution_channel","language","browser","version","operating_system","resolution","ID","age","gender","ethnicity","browser_check","image_rating_results"
"1","2024-12-17 11:48:52","2024-12-17 11:55:56","0","97.150.61.73","100","424","1","2024-12-17 11:55:57","29.7805","-95.5129","anonymous","EN","Edge","131.0.0.0","Windows NT 10.0","1504x1003","6761934aa62aae0c93863233","32","1","1","pass","exp_stage image11 image12 image13 image14 image21 image22 image23 image24 image31 image32 image33 image34 click trash attn attn_fail rt;main_trial_0 0610.jpg 0590.jpg 0996.jpg 0983.jpg 1095.jpg 0824.jpg 1019.jpg 0189.jpg attn41.jpg 0922.jpg 0040.jpg 0228.jpg 110101000000 000000001000 1 0 9422;main_trial_1 0246.jpg 0533.jpg 0015.jpg 0358.jpg 0773.jpg 0849.jpg 0695.jpg 0683.jpg 0495.jpg 0527.jpg 0962.jpg 0851.jpg 110101000000 000000000000 0 0 8779;main_trial_2 0813.jpg 0150.jpg 0875.jpg 0968.jpg 0421.jpg 0211.jpg 0721.jpg 0463.jpg 1046.jpg 1053.jpg 1002.jpg 1034.jpg 001100110000 000000000000 0 0 8173;main_trial_3 0948.jpg 0194.jpg 0623.jpg 0060.jpg 0085.jpg 0039.jpg 0508.jpg 0138.jpg 1025.jpg 0519.jpg 0792.jpg 0757.jpg 101000000011 000000000000 0 0 12430;main_trial_4 0004.jpg 0079.jpg 0907.jpg 0882.jpg 0142.jpg 0540.jpg 0827.jpg 0281.jpg 0401.jpg 0994.jpg 0789.jpg 0233.jpg 000000111100 000000000000 0 0 6337;main_trial_5 0980.jpg 0227.jpg 0479.jpg 0663.jpg 0873.jpg 0927.jpg 0928.jpg 0221.jpg 0741.jpg 1073.jpg 0111.jpg 0738.jpg 001100100100 000000000000 0 0 8597;main_trial_6 1006.jpg 0409.jpg 0182.jpg 0330.jpg 0619.jpg 0602.jpg 0473.jpg 0172.jpg attn37.jpg 0733.jpg 1052.jpg 0802.jpg 110101000000 000000001000 1 0 9976;main_trial_7 0670.jpg 0028.jpg 0924.jpg 0407.jpg 0217.jpg 0014.jpg 0674.jpg 1051.jpg 0760.jpg 0210.jpg 1041.jpg 0043.jpg 100100000110 000000000000 0 0 8400;main_trial_8 1060.jpg 0104.jpg 0455.jpg 0481.jpg 0659.jpg 0355.jpg 0310.jpg 0089.jpg 0694.jpg 0456.jpg 0708.jpg 0894.jpg 001001100100 000000000000 0 0 6584;"
"2","2024-12-17 11:49:20","2024-12-17 11:56:34","0","47.196.24.77","100","434","1","2024-12-17 11:56:35","27.8044","-82.2759","anonymous","EN","Chrome","131.0.0.0","Macintosh","1470x956","672bd5df119bfbb6db80947a","22","2","2","pass","exp_stage image11 image12 image13 image14 image21 image22 image23 image24 image31 image32 image33 image34 click trash attn attn_fail rt;main_trial_0 0157.jpg 0295.jpg 0842.jpg 0251.jpg 1074.jpg 0567.jpg 0109.jpg 0037.jpg 1021.jpg 0703.jpg 0997.jpg 1101.jpg 010100000011 100000000000 0 0 16765;main_trial_1 0342.jpg 0806.jpg 0153.jpg 0924.jpg 1012.jpg 0050.jpg 0795.jpg 0170.jpg 1027.jpg 0026.jpg 0903.jpg 0236.jpg 010100101000 000000000010 0 0 18913;main_trial_2 0879.jpg 0093.jpg 0559.jpg 0350.jpg 0843.jpg 0239.jpg 0516.jpg 0560.jpg 0786.jpg 0138.jpg 0667.jpg 0481.jpg 000010100011 000000000100 0 0 9797;main_trial_3 0275.jpg 0316.jpg 0841.jpg 0087.jpg 0398.jpg 0252.jpg 0912.jpg 0798.jpg 0506.jpg 0303.jpg 0469.jpg 0407.jpg 011001000100 000000001000 0 0 18515;main_trial_4 0554.jpg attn44.jpg 0234.jpg 0387.jpg 0107.jpg 0229.jpg 0577.jpg 0929.jpg 0319.jpg 0344.jpg 0571.jpg 0189.jpg 000000110110 010000000000 1 0 6064;main_trial_5 0763.jpg 0866.jpg 0103.jpg 0411.jpg 0328.jpg 0365.jpg 0224.jpg 0921.jpg 0031.jpg 0830.jpg 0859.jpg 0010.jpg 010000110100 000000000001 0 0 10396;main_trial_6 0747.jpg 0004.jpg 0228.jpg 0847.jpg 0072.jpg attn34.jpg 0237.jpg 0868.jpg 0905.jpg 0511.jpg 0919.jpg 0173.jpg 100100000110 000001000000 1 0 8798;main_trial_7 0634.jpg 0187.jpg 0161.jpg 0259.jpg 0753.jpg 0951.jpg 0226.jpg 0881.jpg 0325.jpg 0775.jpg 1029.jpg 0938.jpg 100100010001 001000000000 0 0 11614;main_trial_8 0537.jpg 0662.jpg 0254.jpg 0434.jpg 0439.jpg 0851.jpg 0053.jpg 0602.jpg 1041.jpg 0857.jpg 0448.jpg 0824.jpg 000000010111 000001000000 0 0 9630;"
"3","2024-12-17 11:50:49","2024-12-17 12:00:28","0","107.180.163.144","100","579","1","2024-12-17 12:00:29","37.751","-97.822","anonymous","EN","Firefox","133.0","Windows NT 10.0","1366x768","675ee6288c0fd12397719878","19","1","1","pass","exp_stage image11 image12 image13 image14 image21 image22 image23 image24 image31 image32 image33 image34 click trash attn attn_fail rt;main_trial_0 0030.jpg 0860.jpg 0561.jpg 0351.jpg 0689.jpg 0597.jpg 0582.jpg 0862.jpg 0719.jpg 0215.jpg 0148.jpg 0207.jpg 100001100001 000000000000 0 0 9558;main_trial_1 0827.jpg 0761.jpg 0253.jpg 0988.jpg 0573.jpg 1019.jpg 0186.jpg 0254.jpg 0399.jpg 0022.jpg 0638.jpg 0845.jpg 011001100000 000000000000 0 0 6317;main_trial_2 1034.jpg 0353.jpg 0679.jpg 0249.jpg 0518.jpg attn42.jpg 0278.jpg 0631.jpg 0954.jpg 0475.jpg 1017.jpg 0535.jpg 001000011001 000001000000 1 0 9079;main_trial_3 0348.jpg 0942.jpg 0692.jpg 1023.jpg 0043.jpg 0401.jpg 0847.jpg 0524.jpg 0236.jpg 0027.jpg 0753.jpg 0976.jpg 111010000000 000000000000 0 0 8295;main_trial_4 0499.jpg 0338.jpg 0116.jpg 0088.jpg 0269.jpg 0979.jpg 0421.jpg 0926.jpg 0901.jpg 0062.jpg 0915.jpg 0308.jpg 110001000001 000000000000 0 0 6024;main_trial_5 0104.jpg 0804.jpg 0876.jpg 0042.jpg 0877.jpg 0085.jpg 0110.jpg 0587.jpg 0829.jpg 0112.jpg 0489.jpg 0383.jpg 010011000001 000000000000 0 0 7540;main_trial_6 0745.jpg 0511.jpg 0718.jpg 0820.jpg 1042.jpg 0100.jpg 0118.jpg 0334.jpg 0941.jpg 0633.jpg 0701.jpg 0060.jpg 010011000100 000000000000 0 0 8621;main_trial_7 0538.jpg 0790.jpg 1075.jpg 0123.jpg 0693.jpg 0533.jpg 0584.jpg 0889.jpg 0658.jpg 0470.jpg 0833.jpg 0325.jpg 000111100000 000000000000 0 0 7054;main_trial_8 1076.jpg 1103.jpg 0824.jpg 0861.jpg 0377.jpg 0225.jpg 0065.jpg 0664.jpg 0455.jpg attn12.jpg 0237.jpg 0029.jpg 000111100000 000000000100 1 0 7324;"
"4","2024-12-17 11:57:52","2024-12-17 12:03:05","0","74.105.206.32","100","313","1","2024-12-17 12:03:05","40.7523","-74.2172","anonymous","EN","Chrome","131.0.0.0","Macintosh","1600x900","663133329c295a5660a77567","38","2","1","pass","exp_stage image11 image12 image13 image14 image21 image22 image23 image24 image31 image32 image33 image34 click trash attn attn_fail rt;main_trial_0 0274.jpg 0517.jpg 0186.jpg 0490.jpg 0406.jpg 1049.jpg 0841.jpg 0623.jpg 0083.jpg 1038.jpg 0571.jpg 0970.jpg 010010000101 000000000000 0 0 6823;main_trial_1 0708.jpg 0425.jpg 0204.jpg 0606.jpg 1099.jpg 0462.jpg 1040.jpg 1036.jpg 0091.jpg 0956.jpg 0899.jpg 0434.jpg 110000100010 000000000000 0 0 5570;main_trial_2 0133.jpg 0836.jpg 0908.jpg 0484.jpg 0784.jpg attn42.jpg 0587.jpg 0291.jpg 0156.jpg 0560.jpg 0301.jpg 0689.jpg 010000110001 000001000000 1 0 5681;main_trial_3 0468.jpg 0565.jpg 0892.jpg 0534.jpg 0768.jpg 0632.jpg 0978.jpg 0544.jpg 0522.jpg attn30.jpg 0215.jpg 0726.jpg 111000100000 000000000100 1 0 5375;main_trial_4 0089.jpg 1081.jpg 0342.jpg 0721.jpg 0110.jpg 0206.jpg 0205.jpg 0803.jpg 0420.jpg 0497.jpg 0739.jpg 0572.jpg 000001011100 000000000000 0 0 4229;main_trial_5 0794.jpg 1074.jpg 0389.jpg 0385.jpg 0060.jpg 0341.jpg 0812.jpg 0136.jpg 0488.jpg 0233.jpg 0676.jpg 0043.jpg 101001001000 000000000000 0 0 5639;main_trial_6 0413.jpg 0700.jpg 0872.jpg 0267.jpg 0176.jpg 0887.jpg 0563.jpg 0566.jpg 0569.jpg 0987.jpg 0665.jpg 0649.jpg 001001001010 000000000000 0 0 8710;main_trial_7 0619.jpg 0901.jpg 0275.jpg 0254.jpg 1102.jpg 0399.jpg 0966.jpg 0167.jpg 0296.jpg 0335.jpg 0672.jpg 0574.jpg 001000101100 000000000000 0 0 8283;main_trial_8 0495.jpg 0550.jpg 0187.jpg 0500.jpg 0744.jpg 0270.jpg 0265.jpg 0072.jpg 0082.jpg 0976.jpg 0764.jpg 0594.jpg 010010000110 000000000000 0 0 11978;"
"5","2024-12-17 11:57:34","2024-12-17 12:05:20","0","73.249.223.157","100","466","1","2024-12-17 12:05:22","41.5312","-72.0875","anonymous","EN","Chrome","131.0.0.0","Windows NT 10.0","1600x900","661a9d90ad9d4689a46475c0","58","1","1","pass","exp_stage image11 image12 image13 image14 image21 image22 image23 image24 image31 image32 image33 image34 click trash attn attn_fail rt;main_trial_0 0965.jpg 0065.jpg 0378.jpg 0574.jpg 0112.jpg 0292.jpg 0322.jpg 0415.jpg 0784.jpg 0690.jpg 0380.jpg 0799.jpg 001000111000 000000000000 0 0 10900;main_trial_1 0743.jpg 0341.jpg attn08.jpg 0262.jpg 1054.jpg 0853.jpg 1049.jpg 0025.jpg 0095.jpg 0532.jpg 0893.jpg 1002.jpg 000101100010 001000000000 1 0 12572;main_trial_2 0040.jpg 0129.jpg 0388.jpg 0258.jpg 0530.jpg 0275.jpg 0761.jpg 0666.jpg 0624.jpg 0625.jpg 1053.jpg 0680.jpg 001000010011 000000000000 0 0 13585;main_trial_3 0469.jpg 0605.jpg 0372.jpg 0376.jpg 0362.jpg 1009.jpg 0056.jpg 0781.jpg 0821.jpg 0504.jpg 0602.jpg 0721.jpg 100001011000 000000000000 0 0 12050;main_trial_4 0451.jpg 0191.jpg 1052.jpg 1018.jpg 0397.jpg 0106.jpg 0125.jpg 0326.jpg 0572.jpg 0263.jpg 0230.jpg 1101.jpg 101010000100 000000000000 0 0 11117;main_trial_5 0316.jpg 0717.jpg 0276.jpg 0214.jpg 0822.jpg 0756.jpg 0538.jpg 0259.jpg 0675.jpg 0202.jpg 0053.jpg 0012.jpg 010011010000 000000000000 0 0 13457;main_trial_6 0802.jpg 0007.jpg 0719.jpg 0992.jpg 0939.jpg 0135.jpg 0038.jpg 0411.jpg 0564.jpg 0979.jpg 0426.jpg 0866.jpg 100110000100 000000000000 0 0 11880;main_trial_7 0937.jpg 1098.jpg 0402.jpg 0552.jpg 0661.jpg 0383.jpg attn40.jpg 0835.jpg 0446.jpg 0128.jpg 0578.jpg 0460.jpg 001110001000 000000100000 1 0 17795;main_trial_8 0608.jpg 0689.jpg 0171.jpg 1089.jpg 0803.jpg 0919.jpg 1093.jpg 0573.jpg 0234.jpg 0392.jpg 0001.jpg 0813.jpg 010010000101 000000000000 0 0 9837;"
"6","2025-01-08 10:38:04","2025-01-08 10:41:55","0","96.73.174.121","100","231","1","2025-01-08 10:41:56","38.9994","-77.0336","anonymous","EN","Chrome","131.0.0.0","Windows NT 10.0","1920x1080","5fd0261b85dd3e087609bee6","25","2","4","pass","exp_stage image11 image12 image13 image14 image21 image22 image23 image24 image31 image32 image33 image34 click trash attn attn_fail rt;main_trial_0 0440.jpg 1081.jpg 0540.jpg 0930.jpg 0323.jpg 0921.jpg 0432.jpg 0683.jpg 1041.jpg 0449.jpg 1004.jpg 0785.jpg 111100000000 000000000000 0 0 5582;main_trial_1 0920.jpg 0471.jpg 0138.jpg 0983.jpg 0783.jpg 0715.jpg 0675.jpg 0459.jpg 0747.jpg 0407.jpg 0492.jpg 0020.jpg 110001100000 000000000000 0 0 3527;main_trial_2 1028.jpg 0671.jpg attn01.jpg 0177.jpg 0773.jpg 0014.jpg 0742.jpg 0707.jpg 0195.jpg 0230.jpg 0326.jpg 0928.jpg 110001100000 001000000000 1 0 3621;main_trial_3 0927.jpg 0163.jpg 0295.jpg 0741.jpg 0017.jpg 0073.jpg 0446.jpg 0420.jpg 0786.jpg 1035.jpg 0951.jpg 0236.jpg 110011000000 000000000000 0 0 2711;main_trial_4 1009.jpg 1085.jpg 0029.jpg 0358.jpg 0706.jpg 1075.jpg 0495.jpg 0898.jpg 0415.jpg 0237.jpg 0161.jpg 0573.jpg 110001100000 000000000000 0 0 2000;main_trial_5 0722.jpg 0252.jpg 0318.jpg 0016.jpg 0748.jpg 1036.jpg 0659.jpg 0243.jpg 0548.jpg 0392.jpg 0486.jpg 1018.jpg 011001100000 000000000000 0 0 3333;main_trial_6 0571.jpg attn47.jpg 0905.jpg 0832.jpg 0007.jpg 0900.jpg 0137.jpg 0080.jpg 0491.jpg 0912.jpg 0999.jpg 0669.jpg 001001100100 010000000000 1 0 4238;main_trial_7 0246.jpg 0448.jpg 0731.jpg 0923.jpg 0090.jpg 0445.jpg 0860.jpg 0622.jpg 0539.jpg 0288.jpg 0906.jpg 0244.jpg 111001000000 000000000000 0 0 3075;main_trial_8 1014.jpg 0910.jpg 0700.jpg 0199.jpg 0686.jpg 0202.jpg 0883.jpg 0465.jpg 0216.jpg 0724.jpg 0658.jpg 0036.jpg 011001100000 000000000000 0 0 3266;"
"7","2025-01-08 10:37:35","2025-01-08 10:42:03","0","73.22.176.111","100","267","1","2025-01-08 10:42:03","41.1137","-87.8694","anonymous","EN","Firefox","133.0","Windows NT 10.0","1920x1080","671e9d93e055c47ec6932e61","28","1","2","pass","exp_stage image11 image12 image13 image14 image21 image22 image23 image24 image31 image32 image33 image34 click trash attn attn_fail rt;main_trial_0 0634.jpg 0390.jpg 0676.jpg 0702.jpg 0512.jpg 0555.jpg 0169.jpg 0959.jpg 0511.jpg 0376.jpg 1079.jpg 0414.jpg 100011010000 000000000000 0 0 7008;main_trial_1 0583.jpg 0429.jpg 0554.jpg 0068.jpg 0758.jpg attn40.jpg 0352.jpg 1037.jpg 0297.jpg 1008.jpg 1083.jpg 0428.jpg 010000000111 000001000000 1 0 6678;main_trial_2 0890.jpg 0759.jpg 0545.jpg 0252.jpg 0049.jpg 0292.jpg 0151.jpg 0460.jpg attn42.jpg 0721.jpg 0899.jpg 0581.jpg 000001100101 000000001000 1 0 8869;main_trial_3 0778.jpg 1045.jpg 0543.jpg 0821.jpg 0665.jpg 0168.jpg 0875.jpg 0355.jpg 0023.jpg 0917.jpg 0848.jpg 0944.jpg 010010011000 000000000000 0 0 5839;main_trial_4 0847.jpg 1097.jpg 0498.jpg 0456.jpg 0248.jpg 0497.jpg 0770.jpg 0927.jpg 1061.jpg 0496.jpg 0262.jpg 0225.jpg 100001001001 000000000000 0 0 9752;main_trial_5 0243.jpg 1090.jpg 0774.jpg 0065.jpg 0348.jpg 0437.jpg 0095.jpg 0401.jpg 1013.jpg 1064.jpg 0915.jpg 0116.jpg 101010010000 000000000000 0 0 8022;main_trial_6 0073.jpg 0947.jpg 1010.jpg 0727.jpg 1084.jpg 0769.jpg 0436.jpg 0692.jpg 0820.jpg 0433.jpg 0984.jpg 0891.jpg 000001010110 000000000000 0 0 5895;main_trial_7 0274.jpg 0393.jpg 0474.jpg 0216.jpg 0361.jpg 0215.jpg 0395.jpg 0904.jpg 0592.jpg 0506.jpg 0045.jpg 0819.jpg 000001001101 000000000000 0 0 4110;main_trial_8 0346.jpg 0402.jpg 0385.jpg 0257.jpg 0481.jpg 0801.jpg 0380.jpg 0354.jpg 0608.jpg 0444.jpg 0564.jpg 0344.jpg 010001100010 000000000000 0 0 3606;"
"8","2025-01-08 10:37:15","2025-01-08 10:42:07","0","72.11.50.137","100","292","1","2025-01-08 10:42:08","35.971","-80.0079","anonymous","EN","Chrome","131.0.0.0","Windows NT 10.0","1920x1080","676c91b2de2141118d036e77","37","2","2","pass","exp_stage image11 image12 image13 image14 image21 image22 image23 image24 image31 image32 image33 image34 click trash attn attn_fail rt;main_trial_0 0624.jpg 0942.jpg 0096.jpg 1099.jpg 0256.jpg 0412.jpg 1082.jpg 0317.jpg 0007.jpg 0386.jpg attn24.jpg 0168.jpg 010011100000 000000000010 1 0 15104;main_trial_1 0095.jpg 0685.jpg 0258.jpg 0593.jpg 0480.jpg 0303.jpg 0745.jpg 0394.jpg 0708.jpg 0348.jpg 0761.jpg 0945.jpg 001100001010 000000000000 0 0 6914;main_trial_2 1038.jpg 0194.jpg 0179.jpg 0073.jpg 0489.jpg 0551.jpg 0557.jpg 0731.jpg 0542.jpg 0034.jpg 0820.jpg 0118.jpg 000111010000 000000000000 0 0 8902;main_trial_3 0580.jpg 0200.jpg 0619.jpg 0437.jpg 0356.jpg 1051.jpg 0455.jpg 0411.jpg 0098.jpg 0767.jpg 0693.jpg 0360.jpg 101010100000 000000000000 0 0 8895;main_trial_4 0694.jpg 1018.jpg 0732.jpg 0460.jpg 0283.jpg 0151.jpg 0218.jpg 0465.jpg 0795.jpg 0683.jpg 0909.jpg 0631.jpg 001010001001 000000000000 0 0 5369;main_trial_5 0536.jpg 0076.jpg 0938.jpg 0607.jpg 0361.jpg 0872.jpg 0969.jpg 0946.jpg 1098.jpg 0122.jpg 0213.jpg 0058.jpg 101110000000 000000000000 0 0 5632;main_trial_6 0470.jpg 0538.jpg 0144.jpg 0069.jpg 0002.jpg 0365.jpg 0383.jpg 0560.jpg 0209.jpg 0163.jpg 1045.jpg 0892.jpg 110000100001 000000000000 0 0 6097;main_trial_7 0960.jpg 1034.jpg 0773.jpg 0023.jpg 0352.jpg 0987.jpg 0488.jpg 0574.jpg 1077.jpg 0638.jpg 0158.jpg 1061.jpg 000011110000 000000000000 0 0 7387;main_trial_8 attn43.jpg 0728.jpg 0965.jpg 0986.jpg 0927.jpg 0548.jpg 0919.jpg 1036.jpg 0134.jpg 0555.jpg 0884.jpg 0666.jpg 010000000111 100000000000 1 0 6892;"
"9","2025-01-08 10:40:39","2025-01-08 10:43:53","0","174.71.73.109","100","193","1","2025-01-08 10:43:53","41.2671","-96.0378","anonymous","EN","Chrome","131.0.0.0","Windows NT 10.0","1920x1080","66c8abd9541bc2f6a6a7cc33","39","2","2","pass","exp_stage image11 image12 image13 image14 image21 image22 image23 image24 image31 image32 image33 image34 click trash attn attn_fail rt;main_trial_0 0104.jpg 0102.jpg 0960.jpg 1053.jpg 0793.jpg 1018.jpg 0523.jpg 0993.jpg 0012.jpg 1079.jpg 0519.jpg 0953.jpg 010000100110 000000000000 0 0 5238;main_trial_1 0989.jpg 0555.jpg 0111.jpg 0117.jpg 0867.jpg 0326.jpg 0975.jpg 0655.jpg 0643.jpg 0238.jpg 0547.jpg 0587.jpg 001001100010 000000000000 0 0 2894;main_trial_2 0405.jpg 0339.jpg 1032.jpg 0885.jpg 0809.jpg 0457.jpg 0627.jpg 0607.jpg 0258.jpg 0358.jpg 0002.jpg 0212.jpg 000011001100 000000000000 0 0 4446;main_trial_3 0448.jpg 0152.jpg 0332.jpg 0915.jpg 0268.jpg 0982.jpg 0192.jpg 0923.jpg 0968.jpg 0836.jpg 0813.jpg 0521.jpg 000001100101 000000000000 0 0 6743;main_trial_4 0961.jpg 0467.jpg 0006.jpg 0830.jpg 0820.jpg 0292.jpg 0236.jpg 0048.jpg 0394.jpg 0880.jpg 0769.jpg 1005.jpg 000100110010 000000000000 0 0 4765;main_trial_5 0946.jpg 0916.jpg 0777.jpg 0818.jpg 0539.jpg 0476.jpg 0323.jpg 0022.jpg 0635.jpg attn18.jpg 0400.jpg 0512.jpg 110011000000 000000000100 1 0 5831;main_trial_6 0918.jpg 1085.jpg 0461.jpg 0761.jpg 0877.jpg 0373.jpg 0403.jpg 0402.jpg 0388.jpg 1071.jpg 1019.jpg 0407.jpg 000001100110 000000000000 0 0 2878;main_trial_7 0868.jpg attn12.jpg 0029.jpg 0118.jpg 0472.jpg 0483.jpg 0883.jpg 0317.jpg 0053.jpg 0422.jpg 0642.jpg 0658.jpg 001000100110 010000000000 1 0 4189;main_trial_8 0178.jpg 0068.jpg 1001.jpg 1016.jpg 0810.jpg 0383.jpg 0355.jpg 0608.jpg 0120.jpg 0618.jpg 0227.jpg 0638.jpg 000001100110 000000000000 0 0 4737;"
"10","2025-01-08 10:43:28","2025-01-08 10:49:29","0","174.74.223.97","100","361","1","2025-01-08 10:49:30","32.1943","-110.9767","anonymous","EN","Chrome","131.0.0.0","Windows NT 10.0","1920x1080","6419cfe35db47397bee1b0e1","32","2","2","pass","exp_stage image11 image12 image13 image14 image21 image22 image23 image24 image31 image32 image33 image34 click trash attn attn_fail rt;main_trial_0 0759.jpg 0100.jpg 0665.jpg 0794.jpg 0329.jpg 0972.jpg 0268.jpg 0198.jpg 0569.jpg 0859.jpg 0313.jpg 0086.jpg 000001101100 000000000000 0 0 14743;main_trial_1 0552.jpg 0911.jpg 0281.jpg 0111.jpg 0588.jpg 0986.jpg 1103.jpg 0380.jpg 0612.jpg 0425.jpg 0547.jpg 0418.jpg 000010101100 000000000000 0 0 13943;main_trial_2 0094.jpg 0546.jpg 0063.jpg 0894.jpg 0902.jpg 0297.jpg 0132.jpg 0614.jpg 0154.jpg 0153.jpg 0232.jpg 0293.jpg 101010100000 000000000000 0 0 17599;main_trial_3 0397.jpg 1025.jpg 0029.jpg 0186.jpg 0822.jpg 0985.jpg 0402.jpg 0700.jpg 0855.jpg 0134.jpg attn44.jpg 0328.jpg 000000011101 000000000010 1 0 12351;main_trial_4 0307.jpg 1041.jpg 0477.jpg 0071.jpg 1069.jpg 0218.jpg 0072.jpg 0084.jpg 0217.jpg 0327.jpg attn23.jpg 0942.jpg 110010000001 000000000010 1 0 11479;main_trial_5 0143.jpg 0241.jpg 0525.jpg 0993.jpg 0956.jpg 0991.jpg 0497.jpg 0833.jpg 0290.jpg 0577.jpg 0183.jpg 0751.jpg 100001010001 000000000000 0 0 17199;main_trial_6 0782.jpg 0738.jpg 0048.jpg 0896.jpg 0947.jpg 0207.jpg 0451.jpg 0600.jpg 0377.jpg 0976.jpg 0644.jpg 0849.jpg 100110010000 000000000000 0 0 10239;main_trial_7 0212.jpg 0783.jpg 0301.jpg 0883.jpg 0287.jpg 0112.jpg 0253.jpg 0623.jpg 0054.jpg 0472.jpg 0959.jpg 0952.jpg 010100010010 000000000000 0 0 13231;main_trial_8 0033.jpg 0275.jpg 0115.jpg 0938.jpg 0091.jpg 0863.jpg 0806.jpg 0619.jpg 0196.jpg 0960.jpg 0227.jpg 0901.jpg 101100000100 000000000000 0 0 11543;"
